VolumeControl:false, SkipTrack:false, RemoveTrack:true, QueueRemove:false, ReorderPlaylist:false, Playlist:true, Light:false, SaveAndLoadPlaylist:true, GUI:true, FeatureAMP:true, QueueTrack:false, Mute:false, ProgressBar:true, Progress:true, ShowTime:true, PlaylistControls:true, ShowCover:false, LoadFolder:true, SkipRepeat:false, ShuffleRepeat:false, Base:true, Wave:true, MP3:true, Skins:true, Dark:true, ClearPlaylist:true, FileSupport:true, 
VolumeControl:false, SkipTrack:true, RemoveTrack:true, QueueRemove:true, ReorderPlaylist:true, Playlist:true, Light:false, SaveAndLoadPlaylist:true, GUI:true, FeatureAMP:true, QueueTrack:true, Mute:false, ProgressBar:true, Progress:true, ShowTime:true, PlaylistControls:true, ShowCover:false, LoadFolder:true, SkipRepeat:false, ShuffleRepeat:false, Base:true, Wave:true, MP3:true, Skins:true, Dark:true, ClearPlaylist:true, FileSupport:true, 
VolumeControl:false, SkipTrack:false, RemoveTrack:true, QueueRemove:true, ReorderPlaylist:true, Playlist:true, Light:false, SaveAndLoadPlaylist:true, GUI:true, FeatureAMP:true, QueueTrack:true, Mute:false, ProgressBar:true, Progress:true, ShowTime:true, PlaylistControls:true, ShowCover:false, LoadFolder:true, SkipRepeat:false, ShuffleRepeat:true, Base:true, Wave:true, MP3:true, Skins:true, Dark:true, ClearPlaylist:true, FileSupport:true, 
VolumeControl:false, SkipTrack:false, RemoveTrack:true, QueueRemove:true, ReorderPlaylist:true, Playlist:true, Light:false, SaveAndLoadPlaylist:true, GUI:true, FeatureAMP:true, QueueTrack:true, Mute:false, ProgressBar:true, Progress:true, ShowTime:true, PlaylistControls:true, ShowCover:false, LoadFolder:true, SkipRepeat:false, ShuffleRepeat:false, Base:true, Wave:true, MP3:true, Skins:true, Dark:true, ClearPlaylist:true, FileSupport:true, 
VolumeControl:false, SkipTrack:true, RemoveTrack:true, QueueRemove:true, ReorderPlaylist:false, Playlist:true, Light:false, SaveAndLoadPlaylist:true, GUI:true, FeatureAMP:true, QueueTrack:true, Mute:false, ProgressBar:true, Progress:true, ShowTime:true, PlaylistControls:true, ShowCover:false, LoadFolder:true, SkipRepeat:true, ShuffleRepeat:true, Base:true, Wave:true, MP3:true, Skins:true, Dark:true, ClearPlaylist:true, FileSupport:true, 
VolumeControl:false, SkipTrack:true, RemoveTrack:true, QueueRemove:true, ReorderPlaylist:false, Playlist:true, Light:false, SaveAndLoadPlaylist:true, GUI:true, FeatureAMP:true, QueueTrack:true, Mute:false, ProgressBar:true, Progress:true, ShowTime:true, PlaylistControls:true, ShowCover:false, LoadFolder:true, SkipRepeat:false, ShuffleRepeat:false, Base:true, Wave:true, MP3:true, Skins:true, Dark:true, ClearPlaylist:true, FileSupport:true, 
VolumeControl:false, SkipTrack:false, RemoveTrack:true, QueueRemove:true, ReorderPlaylist:false, Playlist:true, Light:false, SaveAndLoadPlaylist:true, GUI:true, FeatureAMP:true, QueueTrack:true, Mute:false, ProgressBar:true, Progress:true, ShowTime:true, PlaylistControls:true, ShowCover:false, LoadFolder:true, SkipRepeat:false, ShuffleRepeat:true, Base:true, Wave:true, MP3:true, Skins:true, Dark:true, ClearPlaylist:true, FileSupport:true, 
VolumeControl:false, SkipTrack:false, RemoveTrack:true, QueueRemove:true, ReorderPlaylist:false, Playlist:true, Light:false, SaveAndLoadPlaylist:true, GUI:true, FeatureAMP:true, QueueTrack:true, Mute:false, ProgressBar:true, Progress:true, ShowTime:true, PlaylistControls:true, ShowCover:false, LoadFolder:true, SkipRepeat:false, ShuffleRepeat:false, Base:true, Wave:true, MP3:true, Skins:true, Dark:true, ClearPlaylist:true, FileSupport:true, 
featureamp:truebase:truegui:truefilesupport:truevolumecontrol:falseskiptrack:falseremovetrack:truequeueremove:falsereorderplaylist:falseplaylist:truelight:falsesaveandloadplaylist:truequeuetrack:falsemute:falseprogressbar:trueprogress:trueshowtime:trueplaylistcontrols:trueshowcover:falseloadfolder:trueskiprepeat:falseshufflerepeat:falsewave:truemp3:trueskins:truedark:trueclearplaylist:trueConfiguration:


